   40 1134    11.340
   44 1055    10.550
10961   45    0.450
26686   45    0.450
 9543   45    0.450
 1004   45    0.450
 5844   45    0.450
21032   45    0.450
10412   45    0.450
 4392   45    0.450
22490   45    0.450
20202   45    0.450
27725   45    0.450
 7362   45    0.450
 2032   45    0.450
 6737   45    0.450
13955   45    0.450
12157   45    0.450
 6738   45    0.450
  378   45    0.450
20186   45    0.450
 2524   45    0.450
 5636   45    0.450
 3072   45    0.450
  747   45    0.450
15350   44    0.440
 7895   44    0.440
 1006   44    0.440
11806   44    0.440
 3306   44    0.440
11692   44    0.440
16202   44    0.440
 9798   44    0.440
 9869   44    0.440
 5045   44    0.440
10684   44    0.440
 6110   44    0.440
 8121   44    0.440
 4662   44    0.440
  908   44    0.440
13685   44    0.440
 1524   44    0.440
 8920   44    0.440
 1033   44    0.440
 4999   44    0.440
 5473   44    0.440
 7614   44    0.440
 9738   44    0.440
 1538   44    0.440
 5852   44    0.440
13547   44    0.440
 5661   44    0.440
 8054   44    0.440
 8923   44    0.440
 2394   44    0.440
 7392   44    0.440
 2366   44    0.440
10649   44    0.440
 1720   44    0.440
 5404   44    0.440
 4171   44    0.440
   19   44    0.440
 5534   44    0.440
 5078   44    0.440
25231   44    0.440
14381   44    0.440
 1208   44    0.440
11034   44    0.440
  447   44    0.440
 2420   44    0.440
 6604   44    0.440
 8957   44    0.440
12645   44    0.440
 2906   44    0.440
 7387   44    0.440
 2045   44    0.440
  667   44    0.440
 5700   44    0.440
 4995   44    0.440
 2751   44    0.440
 3732   44    0.440
 1812   43    0.430
 4986   43    0.430
10765   43    0.430
10766   43    0.430
11091   43    0.430
 5740   43    0.430
10731   43    0.430
  698   43    0.430
 7517   43    0.430
  691   43    0.430
 3218   43    0.430
 1978   43    0.430
  688   43    0.430
 5732   43    0.430
23941   43    0.430
 3861   43    0.430
 3742   43    0.430
 5168   43    0.430
 7485   43    0.430
  995   43    0.430
  782   43    0.430
 5819   43    0.430
14078   43    0.430
 5221   43    0.430
13390   43    0.430
10972   43    0.430
23621   43    0.430
 8479   43    0.430
  924   43    0.430
 5013   43    0.430
 3945   43    0.430
 2268   43    0.430
 2553   43    0.430
10646   43    0.430
20083   43    0.430
17240   43    0.430
 9870   43    0.430
15307   43    0.430
 1300   43    0.430
10599   43    0.430
 6500   43    0.430
13923   43    0.430
 1452   43    0.430
  436   43    0.430
 4776   43    0.430
 2255   43    0.430
12317   43    0.430
 2430   43    0.430
 2197   43    0.430
 1178   43    0.430
13929   43    0.430
  154   43    0.430
 3336   43    0.430
13915   43    0.430
 7443   42    0.420
23895   42    0.420
 7111   42    0.420
 2339   42    0.420
23544   42    0.420
 7406   42    0.420
 5489   42    0.420
 9530   42    0.420
 6085   42    0.420
20301   42    0.420
  245   42    0.420
 2066   42    0.420
  327   42    0.420
10783   42    0.420
13361   42    0.420
 1443   42    0.420
 2981   42    0.420
 1120   42    0.420
10368   42    0.420
20196   42    0.420
 1112   42    0.420
 2389   42    0.420
 6685   42    0.420
 1717   42    0.420
 6241   42    0.420
 2075   42    0.420
12784   42    0.420
 1682   42    0.420
 9416   42    0.420
 3407   42    0.420
 8812   42    0.420
17224   42    0.420
 1244   42    0.420
  738   42    0.420
 2938   42    0.420
10902   42    0.420
 3998   42    0.420
16624   42    0.420
 2177   42    0.420
 6343   42    0.420
 2224   42    0.420
 8963   42    0.420
 8820   42    0.420
26358   42    0.420
 5271   42    0.420
 8180   42    0.420
13062   42    0.420
13794   42    0.420
  162   42    0.420
 1905   42    0.420
21854   42    0.420
 5836   42    0.420
 5881   42    0.420
 8082   42    0.420
 1003   42    0.420
 5968   42    0.420
 1607   42    0.420
 2747   42    0.420
 5055   41    0.410
20932   41    0.410
20207   41    0.410
 6325   41    0.410
 7735   41    0.410
 1925   41    0.410
 1428   41    0.410
12862   41    0.410
13686   41    0.410
 2517   41    0.410
20321   41    0.410
 2016   41    0.410
10747   41    0.410
11680   41    0.410
 5043   41    0.410
13916   41    0.410
 6746   41    0.410
14907   41    0.410
10852   41    0.410
 5739   41    0.410
12142   41    0.410
10675   41    0.410
  768   41    0.410
 8191   41    0.410
 6650   41    0.410
 7052   41    0.410
 9801   41    0.410
15386   41    0.410
29193   41    0.410
10681   41    0.410
14183   41    0.410
 3796   41    0.410
 5233   41    0.410
23924   41    0.410
 1515   41    0.410
  562   41    0.410
   15   41    0.410
12631   41    0.410
 1067   41    0.410
 9799   41    0.410
12335   41    0.410
 9911   41    0.410
 6880   41    0.410
  341   41    0.410
 2778   41    0.410
  674   41    0.410
  660   41    0.410
 6872   41    0.410
  368   41    0.410
 1770   41    0.410
15319   41    0.410
 2645   41    0.410
 8928   41    0.410
 8922   41    0.410
 8031   41    0.410
10198   41    0.410
 3256   41    0.410
 6017   41    0.410
 4793   41    0.410
 3108   41    0.410
 6570   41    0.410
 5063   40    0.400
 7312   40    0.400
   74   40    0.400
 5764   40    0.400
10356   40    0.400
 3399   40    0.400
  928   40    0.400
 2993   40    0.400
 3378   40    0.400
 2619   40    0.400
 2826   40    0.400
18672   40    0.400
 5604   40    0.400
 8521   40    0.400
 7570   40    0.400
13020   40    0.400
11923   40    0.400
 7755   40    0.400
    1   40    0.400
 2141   40    0.400
 1522   40    0.400
13483   40    0.400
12471   40    0.400
 3618   40    0.400
 7227   40    0.400
 2041   40    0.400
 7385   40    0.400
 3690   40    0.400
13682   40    0.400
 5146   40    0.400
10706   40    0.400
 8962   40    0.400
 4386   40    0.400
 4229   40    0.400
 2132   40    0.400
10795   40    0.400
 6260   40    0.400
 6605   40    0.400
 4886   40    0.400
14012   40    0.400
 9725   40    0.400
 9101   40    0.400
 5719   40    0.400
 5748   40    0.400
 2555   40    0.400
 2549   40    0.400
29103   40    0.400
 8595   40    0.400
11987   40    0.400
 9566   40    0.400
 1997   40    0.400
16622   40    0.400
14614   40    0.400
 6199   40    0.400
20201   40    0.400
 2501   40    0.400
  225   40    0.400
25257   40    0.400
 1149   40    0.400
 6582   40    0.400
  743   39    0.390
27338   39    0.390
 5760   39    0.390
 5702   39    0.390
10695   39    0.390
 2318   39    0.390
 4987   39    0.390
 3237   39    0.390
23492   39    0.390
  876   39    0.390
 3212   39    0.390
 6298   39    0.390
 2918   39    0.390
 2978   39    0.390
 8055   39    0.390
19513   39    0.390
 1922   39    0.390
 5090   39    0.390
 2519   39    0.390
 3456   39    0.390
11523   39    0.390
 2587   39    0.390
 5647   39    0.390
13679   39    0.390
  104   39    0.390
 5450   39    0.390
   86   39    0.390
10131   39    0.390
  854   39    0.390
 8135   39    0.390
  656   39    0.390
 2069   39    0.390
10372   39    0.390
27995   39    0.390
12969   39    0.390
 3735   39    0.390
 9973   39    0.390
14377   39    0.390
10440   39    0.390
 1660   39    0.390
 5801   39    0.390
11787   39    0.390
 5855   39    0.390
13952   39    0.390
13042   39    0.390
10814   39    0.390
24623   39    0.390
 1665   39    0.390
 1622   39    0.390
 1039   39    0.390
10078   39    0.390
 1314   39    0.390
 7670   39    0.390
24835   39    0.390
 7560   39    0.390
 7997   39    0.390
 4576   39    0.390
 6053   39    0.390
23880   39    0.390
14037   39    0.390
20198   38    0.380
 3873   38    0.380
 2891   38    0.380
11809   38    0.380
12632   38    0.380
 3419   38    0.380
23453   38    0.380
 7076   38    0.380
 9221   38    0.380
 4085   38    0.380
 9103   38    0.380
10732   38    0.380
 4700   38    0.380
11020   38    0.380
 2344   38    0.380
  663   38    0.380
 2235   38    0.380
10670   38    0.380
25349   38    0.380
17962   38    0.380
  297   38    0.380
 5959   38    0.380
19464   38    0.380
  219   38    0.380
 2921   38    0.380
 5697   38    0.380
  648   38    0.380
24860   38    0.380
 6687   38    0.380
21591   38    0.380
 8130   38    0.380
 4471   38    0.380
 4825   38    0.380
 7260   38    0.380
11783   38    0.380
28776   38    0.380
 1526   38    0.380
10964   38    0.380
 3223   38    0.380
  598   38    0.380
 1308   38    0.380
 6025   38    0.380
 6269   38    0.380
 4099   38    0.380
   56   38    0.380
28019   38    0.380
 2030   38    0.380
 1987   38    0.380
21476   38    0.380
 3813   38    0.380
 4644   38    0.380
11832   38    0.380
 8800   38    0.380
10911   38    0.380
 5219   38    0.380
28996   38    0.380
 6727   38    0.380
 8890   38    0.380
10760   38    0.380
 5026   38    0.380
 2157   38    0.380
 6223   38    0.380
12738   38    0.380
 2415   38    0.380
11978   38    0.380
18646   38    0.380
23933   38    0.380
 7674   38    0.380
13453   38    0.380
  354   38    0.380
 7885   37    0.370
27710   37    0.370
 7729   37    0.370
 2378   37    0.370
11793   37    0.370
  695   37    0.370
 1664   37    0.370
19443   37    0.370
28781   37    0.370
24356   37    0.370
16455   37    0.370
 2971   37    0.370
 9749   37    0.370
30373   37    0.370
 4767   37    0.370
20219   37    0.370
 7636   37    0.370
 1512   37    0.370
13681   37    0.370
 8088   37    0.370
25689   37    0.370
17285   37    0.370
13523   37    0.370
 6232   37    0.370
13717   37    0.370
10733   37    0.370
 2288   37    0.370
 9537   37    0.370
 3941   37    0.370
13045   37    0.370
12268   37    0.370
 9319   37    0.370
12228   37    0.370
 8949   37    0.370
 6189   37    0.370
16719   37    0.370
 7692   37    0.370
 4646   37    0.370
 6410   37    0.370
42852   37    0.370
 3358   37    0.370
10704   37    0.370
 2236   37    0.370
 4973   37    0.370
 8033   37    0.370
 3018   37    0.370
 2644   37    0.370
 2871   37    0.370
14059   37    0.370
 8439   37    0.370
 3324   37    0.370
 2324   37    0.370
  883   37    0.370
14242   37    0.370
 5715   37    0.370
 1280   37    0.370
 1573   37    0.370
14554   37    0.370
11630   37    0.370
16032   37    0.370
 1544   37    0.370
 6826   37    0.370
10404   37    0.370
 4821   37    0.370
 1550   37    0.370
 2510   37    0.370
  927   37    0.370
 5909   37    0.370
16809   37    0.370
 1175   37    0.370
 1102   37    0.370
 3439   37    0.370
 3436   37    0.370
 5811   37    0.370
 6647   37    0.370
 7648   37    0.370
 4542   37    0.370
 5626   37    0.370
15619   37    0.370
24605   37    0.370
10483   37    0.370
 9027   37    0.370
12121   36    0.360
 5400   36    0.360
 1104   36    0.360
 2309   36    0.360
 5680   36    0.360
 9405   36    0.360
 5220   36    0.360
15303   36    0.360
 6603   36    0.360
17092   36    0.360
  606   36    0.360
 6187   36    0.360
 2170   36    0.360
11739   36    0.360
 2183   36    0.360
 5728   36    0.360
 2186   36    0.360
 5273   36    0.360
 2198   36    0.360
  635   36    0.360
18944   36    0.360
 6833   36    0.360
 6331   36    0.360
 3084   36    0.360
 1646   36    0.360
 4172   36    0.360
 5690   36    0.360
 6215   36    0.360
18001   36    0.360
 2949   36    0.360
 7415   36    0.360
 1661   36    0.360
 8490   36    0.360
  463   36    0.360
11140   36    0.360
 1159   36    0.360
32822   36    0.360
 9225   36    0.360
 9897   36    0.360
 1163   36    0.360
 6061   36    0.360
  316   36    0.360
14540   36    0.360
 6346   36    0.360
 5639   36    0.360
 3372   36    0.360
 2848   36    0.360
 3380   36    0.360
 5590   36    0.360
 6896   36    0.360
 8556   36    0.360
13772   36    0.360
 3056   36    0.360
23938   36    0.360
 7774   36    0.360
 5652   36    0.360
 5019   36    0.360
 5651   36    0.360
 7507   36    0.360
  105   36    0.360
 3398   36    0.360
 7315   36    0.360
15288   36    0.360
 2364   36    0.360
 8217   36    0.360
 9528   36    0.360
   14   36    0.360
11951   36    0.360
   16   36    0.360
 9695   36    0.360
 6729   36    0.360
 2958   36    0.360
10983   36    0.360
 5856   36    0.360
 5861   36    0.360
 2977   36    0.360
 7142   36    0.360
 3254   36    0.360
 9663   36    0.360
 8735   36    0.360
18194   36    0.360
10756   36    0.360
 7931   36    0.360
  118   36    0.360
25762   35    0.350
10512   35    0.350
 1205   35    0.350
28968   35    0.350
13920   35    0.350
   92   35    0.350
12230   35    0.350
14662   35    0.350
 3376   35    0.350
 1014   35    0.350
  268   35    0.350
 4647   35    0.350
 8611   35    0.350
  570   35    0.350
  576   35    0.350
 3135   35    0.350
15714   35    0.350
 6318   35    0.350
14265   35    0.350
   10   35    0.350
 9025   35    0.350
 8379   35    0.350
  304   35    0.350
 9752   35    0.350
 5939   35    0.350
13640   35    0.350
 1445   35    0.350
 9547   35    0.350
11996   35    0.350
12554   35    0.350
28947   35    0.350
 5866   35    0.350
 6265   35    0.350
 8894   35    0.350
 6264   35    0.350
 2375   35    0.350
10548   35    0.350
12123   35    0.350
 7642   35    0.350
 2470   35    0.350
11198   35    0.350
 6756   35    0.350
 5637   35    0.350
 2509   35    0.350
12263   35    0.350
22702   35    0.350
 9541   35    0.350
15377   35    0.350
 2543   35    0.350
14388   35    0.350
 8377   35    0.350
 2251   35    0.350
11126   35    0.350
 1430   35    0.350
 1072   35    0.350
 6952   35    0.350
14825   35    0.350
  902   35    0.350
20881   35    0.350
15335   35    0.350
 9332   35    0.350
 5745   35    0.350
 1930   35    0.350
 1996   35    0.350
 5791   35    0.350
 6879   35    0.350
 3958   35    0.350
 8548   35    0.350
10754   35    0.350
 9670   35    0.350
14342   35    0.350
11031   35    0.350
14013   35    0.350
10076   35    0.350
 5039   35    0.350
 3189   35    0.350
 6109   35    0.350
42850   35    0.350
10787   35    0.350
 5155   35    0.350
 6901   35    0.350
16022   35    0.350
 1911   34    0.340
 3233   34    0.340
28910   34    0.340
 5493   34    0.340
13342   34    0.340
 5484   34    0.340
31020   34    0.340
 5288   34    0.340
 6067   34    0.340
 3450   34    0.340
25347   34    0.340
 1900   34    0.340
10190   34    0.340
27399   34    0.340
 6220   34    0.340
 7704   34    0.340
 5042   34    0.340
 5731   34    0.340
 6615   34    0.340
  307   34    0.340
  666   34    0.340
16218   34    0.340
 1462   34    0.340
 1117   34    0.340
  759   34    0.340
10784   34    0.340
11716   34    0.340
 8895   34    0.340
 1721   34    0.340
 8578   34    0.340
 1729   34    0.340
10959   34    0.340
 6588   34    0.340
 8840   34    0.340
 1431   34    0.340
 2443   34    0.340
 2454   34    0.340
 9056   34    0.340
 2462   34    0.340
 2053   34    0.340
 5294   34    0.340
 6804   34    0.340
 6686   34    0.340
10668   34    0.340
 5920   34    0.340
23226   34    0.340
 5049   34    0.340
 6827   34    0.340
 6792   34    0.340
 8520   34    0.340
11558   34    0.340
 1772   34    0.340
12861   34    0.340
13726   34    0.340
 5575   34    0.340
19795   34    0.340
 1847   34    0.340
   88   34    0.340
 1775   34    0.340
16198   34    0.340
  557   34    0.340
13693   34    0.340
 5593   34    0.340
11215   34    0.340
   43   34    0.340
15560   34    0.340
 1096   34    0.340
11217   34    0.340
  900   34    0.340
 4982   34    0.340
 4994   34    0.340
 3182   34    0.340
13691   34    0.340
 4695   34    0.340
 2273   34    0.340
 2556   34    0.340
 2538   34    0.340
 6530   34    0.340
 1631   34    0.340
11582   34    0.340
 5704   34    0.340
 8049   34    0.340
 7865   34    0.340
 2340   34    0.340
19206   34    0.340
 7579   34    0.340
 2018   34    0.340
 1518   34    0.340
 6580   34    0.340
20067   33    0.330
 9147   33    0.330
15024   33    0.330
 7206   33    0.330
12788   33    0.330
 7122   33    0.330
 6906   33    0.330
 2789   33    0.330
22500   33    0.330
 1676   33    0.330
 1696   33    0.330
15407   33    0.330
 2922   33    0.330
 2315   33    0.330
