   40 1134    42.138
   44 1055    37.334
10435   47    1.685
 8604   47    1.685
10966   56    1.685
 2229   46    1.684
  202   45    1.683
 8920   44    1.682
 2420   44    1.682
 2045   44    1.682
 6099   53    1.682
27709   71    1.682
 1631   34    1.681
30371   52    1.681
17224   42    1.680
23544   42    1.680
 4412   51    1.680
13916   41    1.679
 5605   59    1.679
  674   41    1.679
13227   31    1.678
 1570   48    1.677
 3122   46    1.675
 3082   46    1.675
 1247   45    1.674
 5618   52    1.672
 1269   61    1.672
  162   42    1.671
 1662   51    1.671
 5989   32    1.670
 5210   31    1.669
10372   39    1.668
10712   66    1.668
13523   37    1.666
 1980   28    1.666
 8941   46    1.666
 4392   45    1.665
16636   54    1.665
11514   53    1.664
   19   44    1.664
 3742   43    1.663
 3336   43    1.663
 1513   33    1.662
 5693   60    1.662
11764   33    1.662
  169   51    1.662
 5646   50    1.661
 4774   68    1.661
 8922   41    1.661
 8031   41    1.661
 8962   40    1.660
16622   40    1.660
 6632   31    1.660
 2434   49    1.660
10810   30    1.659
  876   39    1.659
15428   29    1.658
17079   46    1.657
 6917   55    1.657
 1398   45    1.656
 1107   27    1.656
22490   45    1.656
 5852   44    1.655
10809   47    1.649
18980   47    1.649
 1061   45    1.647
  971   54    1.647
 1799   26    1.646
 6929   26    1.646
 9222   24    1.644
 7385   40    1.642
 2132   40    1.642
 4312   49    1.642
13005   57    1.641
11809   38    1.640
19443   37    1.639
 2217   55    1.639
 2170   36    1.638
14825   35    1.637
 8337   62    1.637
10646   43    1.636
  688   43    1.636
 3790   33    1.635
 9799   41    1.634
 7501   50    1.634
 5146   40    1.633
 5719   40    1.633
20186   45    1.629
 6331   36    1.629
10420   45    1.629
 4662   44    1.628
 1014   35    1.628
 2751   44    1.628
 2389   42    1.626
 2248   32    1.625
 2377   57    1.623
 5419   56    1.622
20188   56    1.622
 1102   37    1.621
  695   37    1.621
 9225   36    1.620
 9798   44    1.619
 2366   44    1.619
 6530   34    1.618
 1775   34    1.618
  436   43    1.618
12335   41    1.616
10392   50    1.616
  928   40    1.615
 4576   39    1.614
18040   29    1.613
 2387   46    1.612
 7603   55    1.612
 6729   36    1.611
 8934   54    1.611
 1159   36    1.611
10680   52    1.609
27996   33    1.608
26358   42    1.608
 9317   32    1.607
11906   32    1.607
 3796   41    1.607
30361   31    1.606
19602   31    1.606
18672   40    1.606
 9566   40    1.606
 6199   40    1.606
10725   58    1.606
13311   48    1.605
  180   48    1.605
 3384   47    1.604
 8800   38    1.604
 3056   36    1.602
 1004   45    1.602
 5047   53    1.601
16500   52    1.600
  255   52    1.600
 2922   33    1.599
10802   51    1.599
 2400   32    1.598
 2972   50    1.598
 2886   49    1.597
20032   49    1.597
 1155   49    1.597
23079   30    1.596
 1640   30    1.596
 3228   29    1.595
 2042   29    1.595
 5707   47    1.595
16032   37    1.594
 8774   28    1.594
 4821   37    1.594
 2848   36    1.593
11198   35    1.592
 3732   44    1.592
10640   52    1.591
31020   34    1.591
16624   42    1.590
 1087   51    1.590
  266   31    1.588
   21   48    1.587
24623   39    1.587
 1887   47    1.586
 9794   47    1.586
13448   47    1.586
 1499   46    1.585
 6104   26    1.583
 6265   35    1.583
 2906   44    1.583
11806   44    1.583
 1905   42    1.581
14012   40    1.579
 4383   31    1.579
20201   40    1.579
 6298   39    1.578
 1037   48    1.578
 5778   29    1.577
  945   47    1.577
 5860   27    1.575
 3037   45    1.575
 4999   44    1.574
 8923   44    1.574
 8611   35    1.574
20083   43    1.573
 8433   33    1.572
 5754   58    1.570
12471   40    1.570
11487   28    1.567
15335   35    1.565
 5700   44    1.565
 5661   44    1.565
 5740   43    1.564
  924   43    1.564
14078   43    1.564
 1112   42    1.563
 1120   42    1.563
 1067   41    1.562
 5486   59    1.562
 6652   49    1.561
27995   39    1.560
13945   48    1.560
13429   56    1.559
 5715   37    1.558
 1248   52    1.555
 3998   42    1.554
 8926   60    1.554
 1428   41    1.553
25257   40    1.552
 3735   39    1.551
 8135   39    1.551
  297   38    1.550
 5802   28    1.549
 2644   37    1.549
 8088   37    1.549
  723   28    1.549
 2411   28    1.549
10728   46    1.549
 7362   45    1.548
 5955   45    1.548
  419   54    1.548
 5045   44    1.547
13915   43    1.546
10711   24    1.545
 1515   41    1.544
 7052   41    1.544
 7735   41    1.544
13020   40    1.543
 9973   39    1.542
21591   38    1.541
19464   38    1.541
26004   28    1.540
18667   26    1.538
 2660   51    1.536
  336   32    1.535
 5233   41    1.535
 5758   48    1.533
 5699   48    1.533
 9221   38    1.532
 7636   37    1.531
 3372   36    1.530
21032   45    1.530
  463   36    1.530
  268   35    1.529
14662   35    1.529
13640   35    1.529
 5595   51    1.527
 4631   32    1.526
26557   32    1.526
13673   32    1.526
10778   32    1.526
12877   49    1.525
 7674   38    1.523
 3223   38    1.523
 2293   45    1.521
 9897   36    1.521
 3084   36    1.521
 8121   44    1.520
 3306   44    1.520
10512   35    1.520
 1729   34    1.519
 5762   51    1.518
  768   41    1.517
 2264   31    1.516
 9952   48    1.515
 1701   48    1.515
 6248   29    1.514
 1069   47    1.514
11832   38    1.514
25689   37    1.513
 3436   37    1.513
42852   37    1.513
 1175   37    1.513
14547   55    1.513
 9114   55    1.513
 5690   36    1.512
 5590   36    1.512
20881   35    1.511
10684   44    1.511
 5939   35    1.511
10377   52    1.510
 2263   33    1.509
 2260   33    1.509
 1676   33    1.509
 8082   42    1.509
 2152   33    1.509
 1212   51    1.509
12631   41    1.508
 5055   41    1.508
 3427   48    1.506
 7906   47    1.505
 5274   47    1.505
10636   28    1.504
 6599   46    1.504
 2309   36    1.503
12157   45    1.503
  304   35    1.502
 1445   35    1.502
   43   34    1.501
 1047   70    1.501
 8902   51    1.500
 3407   42    1.500
14409   33    1.500
10783   42    1.500
  580   32    1.499
 1081   32    1.499
13596   31    1.498
16453   31    1.498
11577   30    1.497
 7318   48    1.497
 7847   29    1.496
 7360   29    1.496
 9901   46    1.495
 2236   37    1.495
 4533   46    1.495
17285   37    1.495
  468   27    1.494
  747   45    1.494
14381   44    1.493
 6500   43    1.492
  557   34    1.492
 4676   33    1.491
10750   33    1.491
 6685   42    1.491
11042   31    1.489
16448   31    1.489
10805   29    1.487
 6625   28    1.486
13503   46    1.486
 8735   36    1.485
 5639   36    1.485
  576   35    1.484
 8520   34    1.483
13923   43    1.483
 2938   42    1.482
 7302   30    1.479
 2029   30    1.479
12819   29    1.478
 2022   29    1.478
10352   46    1.477
  606   36    1.476
20202   45    1.476
 1050   45    1.476
 9423   26    1.475
10731   43    1.474
 8256   32    1.472
12959   32    1.472
24438   32    1.472
 3503   32    1.472
23492   39    1.470
 1785   48    1.470
  892   47    1.469
  106   47    1.469
 6303   46    1.468
 2977   36    1.467
 1933   27    1.467
28467   27    1.467
 9823   26    1.466
 7387   44    1.466
 1784   25    1.465
  698   43    1.465
13929   43    1.465
12784   42    1.464
 3256   41    1.463
    1   40    1.462
10078   39    1.461
 1665   39    1.461
13345   48    1.461
 1526   38    1.460
 5830   29    1.460
11544   47    1.460
 4973   37    1.459
 6826   37    1.459
11350   46    1.459
 1538   44    1.457
 9332   35    1.457
 8675   26    1.457
10788   25    1.456
  922   52    1.456
 3919   24    1.455
 1003   42    1.455
  327   42    1.455
 2484   50    1.454
 5855   39    1.452
13679   39    1.452
 2069   39    1.452
 1987   38    1.451
23453   38    1.451
 5697   38    1.451
 8033   37    1.450
 4659   55    1.450
 5400   36    1.449
 1661   36    1.449
 6738   45    1.449
11031   35    1.448
 2882   33    1.446
20196   42    1.446
 8928   41    1.445
 9911   41    1.445
 2778   41    1.445
  641   50    1.445
 9162   22    1.444
 1314   39    1.443
  854   39    1.443
10440   39    1.443
10760   38    1.442
 9537   37    1.441
13717   37    1.441
 2324   37    1.441
12268   37    1.441
 9528   36    1.440
 5636   45    1.440
25231   44    1.439
12554   35    1.439
15714   35    1.439
 2914   52    1.438
 7111   42    1.437
 1393   51    1.437
14183   41    1.436
 2501   40    1.435
  104   39    1.434
10470   47    1.433
12228   37    1.432
11793   37    1.432
 6603   36    1.431
 9405   36    1.431
19675   27    1.431
 6346   36    1.431
 1430   35    1.430
 7642   35    1.430
 5493   34    1.429
 5704   34    1.429
 6588   34    1.429
15461   33    1.428
 2981   42    1.428
10681   41    1.427
 7570   40    1.426
 1522   40    1.426
16223   49    1.426
16476   30    1.425
  648   38    1.424
 5811   37    1.423
 1646   36    1.422
 1996   35    1.421
 6109   35    1.421
 3450   34    1.420
 1518   34    1.420
 9870   43    1.420
 7206   33    1.419
 7122   33    1.419
  332   32    1.418
  657   32    1.418
 2993   40    1.417
   74   40    1.417
23880   39    1.416
 9226   30    1.416
10817   30    1.416
 9379   30    1.416
 3938   29    1.415
 9027   37    1.414
  118   36    1.413
  316   36    1.413
 8216   54    1.413
 3081   45    1.413
 5534   44    1.412
27399   34    1.411
24618   33    1.410
 5968   42    1.410
 3284   33    1.410
22441   33    1.410
 5046   33    1.410
 5281   32    1.409
 1582   50    1.409
 2858   50    1.409
  186   31    1.408
 6146   31    1.408
 2991   30    1.407
 2813   29    1.406
 4644   38    1.406
 7347   28    1.405
 9749   37    1.405
 7054   28    1.405
 5626   37    1.405
 3662   46    1.405
 8949   37    1.405
13681   37    1.405
 2198   36    1.404
 7604   27    1.404
  603   45    1.404
 7931   36    1.404
 9072   26    1.403
28968   35    1.403
10959   34    1.402
10668   34    1.402
 4777   33    1.401
 1326   33    1.401
20067   33    1.401
 7825   33    1.401
10781   51    1.401
13794   42    1.401
  252   32    1.400
 7467   31    1.399
 5002   49    1.399
 5799   29    1.397
24963   29    1.397
 7193   29    1.397
 5984   29    1.397
 7136   29    1.397
 3778   29    1.397
 6647   37    1.396
22696   28    1.396
   14   36    1.395
11369   45    1.395
  378   45    1.395
  908   44    1.394
 2509   35    1.394
  599   25    1.393
 5013   43    1.393
  154   43    1.393
10611   33    1.392
11436   32    1.391
 2059   49    1.390
 6928   31    1.390
 5062   29    1.388
12808   47    1.388
 6823   28    1.387
 6186   46    1.387
 4961   46    1.387
20140   28    1.387
 5755   27    1.386
12233   27    1.386
 7537   27    1.386
 2470   35    1.385
 8548   35    1.385
14379   33    1.383
 5271   42    1.383
27058   24    1.383
23651   32    1.382
29193   41    1.382
 9101   40    1.381
 4700   38    1.379
16732   29    1.379
27396   28    1.378
14101   26    1.376
10599   43    1.375
 2268   43    1.375
 2327   25    1.375
 7865   34    1.375
 7109   25    1.375
  691   43    1.375
 2197   43    1.375
 7626   25    1.375
 1500   52    1.375
 5259   33    1.374
11422   33    1.374
 6136   32    1.373
12862   41    1.373
 2016   41    1.373
 6872   41    1.373
12142   41    1.373
 2351   31    1.372
 4660   31    1.372
 5760   39    1.371
12969   39    1.371
24606   28    1.369
 4988   28    1.369
 5599   28    1.369
23938   36    1.368
 5273   36    1.368
  105   36    1.368
19453   27    1.368
20572   26    1.367
   10   35    1.367
32220   26    1.367
 2251   35    1.367
 2521   26    1.367
 2308   26    1.367
  782   43    1.366
16279   25    1.366
11046   25    1.366
 6586   25    1.366
 8984   25    1.366
10765   43    1.366
23895   42    1.365
 2075   42    1.365
20301   42    1.365
13062   42    1.365
 8963   42    1.365
  562   41    1.364
13483   40    1.363
 7234   21    1.362
 1622   39    1.362
   56   38    1.361
 6232   37    1.360
 2407   28    1.360
 1280   37    1.360
 9543   45    1.359
 5988   26    1.358
 8107   25    1.357
 3711   25    1.357
10675   41    1.355
 1540   32    1.355
14907   41    1.355
 4559   49    1.354
 3378   40    1.354
 5090   39    1.353
 4987   39    1.353
 9148   30    1.353
24835   39    1.353
 4111   29    1.352
24356   37    1.351
30373   37    1.351
 2186   36    1.350
10616   45    1.350
11739   36    1.350
18661   45    1.350
 5155   35    1.349
15350   44    1.349
11996   35    1.349
 9541   35    1.349
13762   26    1.349
 5288   34    1.348
 7518   32    1.346
 6582   40    1.345
 5748   40    1.345
 5604   40    1.345
 6260   40    1.345
10695   39    1.344
 8742   30    1.344
20328   19    1.342
 2871   37    1.342
 5651   36    1.341
 5019   36    1.341
10787   35    1.340
 2543   35    1.340
 5791   35    1.340
 6756   35    1.340
 1072   35    1.340
 4986   43    1.339
19206   34    1.339
 2726   25    1.339
 8933   33    1.338
28332   24    1.338
17607   32    1.337
 4793   41    1.337
 6605   40    1.336
18036   21    1.335
12087   48    1.335
 3212   39    1.335
 3873   38    1.334
 2415   38    1.334
28781   37    1.333
14039   19    1.333
 5596   28    1.333
18944   36    1.332
 5652   36    1.332
 2958   36    1.332
 9869   44    1.331
 2394   44    1.331
  666   34    1.330
 2462   34    1.330
  759   34    1.330
  307   34    1.330
 9552   33    1.329
 6325   41    1.328
12659   32    1.328
27389   31    1.327
 5625   31    1.327
12608   31    1.327
 9937   31    1.327
 2549   40    1.327
  989   30    1.326
 3715   30    1.326
 6653   21    1.326
  825   30    1.326
   87   30    1.326
28945   30    1.326
 5219   38    1.325
 3891   20    1.325
 7260   38    1.325
 2715   47    1.325
 8696   28    1.324
 3439   37    1.324
11951   36    1.323
 6061   36    1.323
  635   36    1.323
 1097   26    1.322
23226   34    1.321
11378   33    1.320
 1489   33    1.320
 2701   33    1.320
 7569   32    1.319
 2194   32    1.319
 6347   32    1.319
10672   31    1.318
29791   31    1.318
 2073   31    1.318
 6621   30    1.317
 8473   30    1.317
11020   38    1.316
10964   38    1.316
 6025   38    1.316
 5058   28    1.315
10733   37    1.315
 2417   27    1.314
 7507   36    1.314
 2032   45    1.314
11799   53    1.313
 1205   35    1.313
 4041   25    1.312
 8840   34    1.312
 5042   34    1.312
 4982   34    1.312
 1587   33    1.311
 3583   32    1.310
27390   32    1.310
 8283   31    1.309
 8152   31    1.309
11676   31    1.309
  918   31    1.309
 1949   30    1.308
28022   30    1.308
 6029   30    1.308
 5983   29    1.307
11001   28    1.306
 1919   27    1.305
10736   27    1.305
 7415   36    1.305
 7774   36    1.305
13342   34    1.303
15560   34    1.303
 6085   42    1.302
20932   41    1.301
10408   32    1.301
14207   59    1.301
 9341   31    1.300
22704   31    1.300
  743   39    1.299
15320   30    1.299
 2317   30    1.299
 5706   30    1.299
26545   29    1.298
28019   38    1.298
 6861   29    1.298
27589   28    1.297
 7116   28    1.297
  228   55    1.297
  967   27    1.296
 6759   45    1.296
30078   26    1.295
14013   35    1.295
 2374   25    1.294
 9592   25    1.294
 9562   24    1.293
 6906   33    1.293
15407   33    1.293
 7272   31    1.291
 8521   40    1.291
 8231   31    1.291
 5252   30    1.290
 6591   30    1.290
  165   30    1.290
37871   30    1.290
  756   30    1.290
 7293   30    1.290
 2900   29    1.289
12343   29    1.289
 5662   29    1.289
 1214   29    1.289
28955   29    1.289
 1306   28    1.288
 2311   26    1.286
23958   26    1.286
 5726   25    1.285
15024   33    1.284
12863   24    1.284
 8820   42    1.284
20175   23    1.283
 3399   40    1.282
   41   31    1.282
 2918   39    1.281
10814   39    1.281
 3813   38    1.280
 8134   29    1.280
23933   38    1.280
 6329   28    1.279
 3341   28    1.279
 7506   28    1.279
 6213   27    1.278
14156   27    1.278
10509   27    1.278
10649   44    1.277
 5469   25    1.276
   71   25    1.276
